Grupo de Perfil;Cod. Setor;Descricao Setor;Codigo Cliente;Razao Social;Bairro;Ordem;Status do Cliente;Nome Fantasia;Frequencia Visita;Periodicidade;Proxima Visita;Visita Original;Inicio Visita;CNPJ;Inscricao Estadual;Cod. Estabelecimento;Nome Estabelecimento;Cod. Pagto;Descricao Pagto;Serasa;Observacao;Contato;CNPJ;Contato;CNPJ;Ordem por Historico;Dias Entrega;El Dorado;Endereço;Cidade;Cod. Segmento;Segmento
05;0112;ISAIAS                                            ;83.412;52.422.966 FLAVIA BETANIA DOS SANTOS    ;CENTRO             ;099;A;PONTO DO ESPETO     ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;052422966000110;784020477119      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   BARAO DE LIMEIRA              330   ;IPIGUA                        ;20;Rota                                    
05;0112;ISAIAS                                            ;83.446;MATEUS GABRIEL DA SILVA 41239443889     ;CONJUNTO HABITACION;099;B;MAGRIN SERV FESTA   ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;048257213000120;784018950115      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   SANTA ISABEL                  41    ;IPIGUA                        ;21;SUB                                     
05;0112;ISAIAS                                            ;83.448;ZENAIDE PEREIRA CECILIO 09815676814     ;CENTRO             ;099;A;SERV FESTA DO VEIO  ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;046147379000168;452018190118      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   Antônio Batista Rodrigues     544   ;MIRASSOLANDIA                 ;21;SUB                                     
05;0112;ISAIAS                                            ;83.578;53.529.326 CLEMENTE FERREIRA NETO       ;CENTRO             ;099;A;KE SALGADOS         ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;053529326000177;452020761117      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO DE LIMA               554   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;83.705;55.230.196 JOSE RENATO RAIMUNDO SALGADO ;CENTRO             ;099;A;TOK S BAR           ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;055230196000100;452021313116      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;PC  JOSE BRIGATI MASSARO          576   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;83.717;54.689.147 PEDRO HENRIQUE DOS SANTOS LUI;CENTRO             ;099;A;PIZZARIA ST         ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;054689147000160;452021119117      ;142;REST./PIZZARIA/;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   ANTONIO BATISTA RODRIGUES     558   ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;99.758;ANA LUCIA T. F. DA SILVA 26957746801    ;NOVA MACAUBAS      ;099;A;BAR JOAQUIM 2       ;TER/                        ;Semanal   ;22/04/2025;22/04/2025;01/10/2024;024756836000189;452010960117      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   OITO                          1210  ;MIRASSOLANDIA                 ;20;Rota                                    
05;0112;ISAIAS                                            ;29.585;ALESSANDRA APARECIDA LISBOA PIMENTA 4537;VILA BELA          ;001;A;BAR DA ALESSANDRA   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;29/01/2025;028634234000100;478025060115      ;131;BAR/BARZINHO   ;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   PAULINO DEL FAVERO            380   ;NOVA GRANADA                  ;20;Rota                                    
05;0112;ISAIAS                                            ;83.584;RESTAURANTE DIONISIO 88 ONDA VERDE LTDA ;ZONA RURAL         ;001;A;REST DIONISIO 88    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;29/01/2025;053696491000113;488015990112      ;098;LOJA DE CONVENI;008;7 DIAS BOLETO   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD BR 153 KM 44 + 85 METROS      SN    ;ONDA VERDE                    ;14;Lj. Conveniência                        
05;0112;ISAIAS                                            ;98.144;51.671.433 LARA DA PAIXAO FERNANDES     ;VILA BELA          ;001;A;MARCOLINO BAR       ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;19/03/2025;051671433000100;478047268112      ;222;DEPOSITO DE BEB;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   BEM-VINDA ROSA PRATES         480   ;NOVA GRANADA                  ;21;SUB                                     
05;0112;ISAIAS                                            ;   182;SINOMAR DA SILVA PRADO                  ;CENTRO             ;099;A;BAR E EMP DO TINAO  ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;002012100000163;488000060110      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;VP;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ISMAEL                        10    ;ONDA VERDE                    ;20;Rota                                    
05;0112;ISAIAS                                            ; 3.003;PADARIA E CONFEITARIA NOVA PIPA LTDA    ;VILA PAVANI        ;099;A;NOVA PIPA           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;010637110000112;478071600111      ;076;PADARIA/CONFEIT;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO DE SOUZA BARBEIRO     135   ;NOVA GRANADA                  ;18;TRAD                                    
05;0112;ISAIAS                                            ; 3.448;AUTO POSTO PORTAL DE ONDA VERDE LTDA    ;PLANALTO VERDE     ;099;A;AUTO POSTO PORTAL   ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;010827794000115;488055635116      ;110;POSTOS DE GASOL;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ISMAEL                        2031  ;ONDA VERDE                    ;14;Lj. Conveniência                        
05;0112;ISAIAS                                            ; 3.802;SOUZA BATISTA e RODRIGUES LTDA          ;CENTRO             ;099;A;BAR E LAN.ONDA VERDE;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;011296676000190;488055928119      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ROMANO CALIL                  15    ;ONDA VERDE                    ;20;Rota                                    
05;0112;ISAIAS                                            ; 4.300;MARELI APARECIDA DA COSTA JUNIOR        ;BR                 ;099;A;TO DI BOA           ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;000933249000150;478008379113      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;ROD BR 153 - CHACARA IRMAS JUNIOR SN    ;NOVA GRANADA                  ;20;Rota                                    
05;0112;ISAIAS                                            ; 4.779;PANIFICADORA DONA MARIA LTDA            ;ESTACAO            ;099;A;PANIF DONA MARIA    ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;005386885000122;478009570118      ;076;PADARIA/CONFEIT;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   IGNACIO NEGREIRO RINALDI      475   ;NOVA GRANADA                  ;18;TRAD                                    
05;0112;ISAIAS                                            ; 4.814;PAGIANOTTO e PAVANIN LTDA               ;CENTRO             ;099;A;SORVETES SAO CARLOS ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;007200869000129;488052663113      ;153;LANCHONETE/PAST;035;1 DIA BOLETO SAD;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   TIRADENTES                    181   ;ONDA VERDE                    ;20;Rota                                    
05;0112;ISAIAS                                            ; 5.911;ROSEMEIRE CARVALHO DE SOUZA MOIA 3052448;CENTRO             ;099;A;MERCADO SANTA LUZIA ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;015365916000112;478012543118      ;065;ARMAZEM/MERCEAR;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;R   RICARDO PILONI                113   ;NOVA GRANADA                  ;18;TRAD                                    
05;0112;ISAIAS                                            ; 6.401;J.A. COMIM AUTO POSTO LTDA              ;VILA PAVANI        ;099;A;FORTALEZA AUTO POSTO;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;013332097000181;478010132115      ;098;LOJA DE CONVENI;035;1 DIA BOLETO SAD;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ANTONIO SOUZA BARBEIRO        455   ;NOVA GRANADA                  ;14;Lj. Conveniência                        
05;0112;ISAIAS                                            ;28.285;ANTONIO CARLOS MOURA PESCA              ;RURAL              ;099;A;PESQ PAG LAGO AZUL  ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;005955322000108;488052690116      ;131;BAR/BARZINHO   ;028;4 DIAS BOLETO   ;S;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;REC BELA MANHA                    SN    ;ONDA VERDE                    ;20;Rota                                    
05;0112;ISAIAS                                            ;29.265;MARCIA RODRIGUES DA SILVA ANDRETO 152149;CENTRO             ;099;A;BAR CENTRAL         ;QUA/                        ;Semanal   ;23/04/2025;23/04/2025;02/10/2024;028005042000134;488009935111      ;131;BAR/BARZINHO   ;095;8 BL ESPECIAL   ;N;  ;                                   ;                  ;                                   ;                  ;   ;                            ;N;AV  ROMANO CALIL                  160   ;ONDA VERDE                    ;20;Rota                                    
